descrição;data;lançamento;ag./origem;valor (R$);valor_convertido_saida (R$);valor_convertido_entrada (R$);REF;dt_pagto_bq;dt_custo_bq
saldo;10/09/2020;SALDO DO DIA;;-1389,66;0;0;01/09/2020;2020-09-01;2020-09-10
boleto;11/09/2020;INT  PAG TIT BANCO 237;4175;-197,54;197.54;0;01/09/2020;2020-09-01;2020-09-11
doação;11/09/2020;DEB AUTOR UNICEF;9293;-75;75;0;01/09/2020;2020-09-01;2020-09-11
saldo;11/09/2020;SALDO DO DIA;;-1662,2;0;0;01/09/2020;2020-09-01;2020-09-11
saque;14/09/2020;CXE 000844 SAQUE 13/09;6855;-100;100;0;01/09/2020;2020-09-01;2020-09-14
saque;14/09/2020;SAQUE 24H 10588358 13/09;5086;-100;100;0;01/09/2020;2020-09-01;2020-09-14
celular;14/09/2020;INT NEXTEL 9399999708378;4175;-61,29;61.29;0;01/09/2020;2020-09-01;2020-09-14
compras;14/09/2020;ELECTRONADRIANO CHI;9212;-7;7;0;01/09/2020;2020-09-01;2020-09-14
mercado;14/09/2020;ELECTRONANDORINHA H;9212;-117,29;117.29;0;01/09/2020;2020-09-01;2020-09-14
compras;14/09/2020;ELECTRONLEVI DA SIL;9212;-10;10;0;01/09/2020;2020-09-01;2020-09-14
compras;14/09/2020;ELECTRONLOJAS AMERI;9212;-14,99;14.99;0;01/09/2020;2020-09-01;2020-09-14
frango;14/09/2020;ELECTRONPAG*Frigott;9212;-50;50;0;01/09/2020;2020-09-01;2020-09-14
compras;14/09/2020;ELECTRONSERGIO EIZO;9212;-4;4;0;01/09/2020;2020-09-01;2020-09-14
mercado;14/09/2020;ELECTRONSONDA JACAN;9212;-3,29;3.29;0;01/09/2020;2020-09-01;2020-09-14
saldo;14/09/2020;SALDO DO DIA;;-2130,06;0;0;01/09/2020;2020-09-01;2020-09-14
mercado;15/09/2020;ELECTRONANDORINHA H;9212;-16,69;16.69;0;01/09/2020;2020-09-01;2020-09-15
mercado;15/09/2020;ELECTRONCENTRO AUTO;9212;-9;9;0;01/09/2020;2020-09-01;2020-09-15
mercado;15/09/2020;ELECTRONMG COMERCIO;9212;-29,68;29.68;0;01/09/2020;2020-09-01;2020-09-15
farmacia;15/09/2020;ELECTRONPROMO FARMA;9212;-63,48;63.48;0;01/09/2020;2020-09-01;2020-09-15
cartão credito;15/09/2020;INT ITAUCARD;4175;-597,42;597.42;0;01/09/2020;2020-09-01;2020-09-15
salario;15/09/2020;TED 237.2846ANDRE N BARB;;4390;0;4390;01/09/2020;2020-09-01;2020-09-15
saldo;15/09/2020;SDO CTA/APL AUTOMATICAS;;1543,67;0;0;01/09/2020;2020-09-01;2020-09-15
mercado;16/09/2020;ELECTRONSONDA TREME;9212;-47,14;47.14;0;01/09/2020;2020-09-01;2020-09-16
saldo;16/09/2020;SDO CTA/APL AUTOMATICAS;;1496,53;0;0;01/09/2020;2020-09-01;2020-09-16
compras;17/09/2020;ELECTRONLINDA VIVI;9212;-17,85;17.85;0;01/09/2020;2020-09-01;2020-09-17
compras;17/09/2020;ELECTRONPAG*bancado;9212;-37;37;0;01/09/2020;2020-09-01;2020-09-17
mercado;17/09/2020;ELECTRONSONDA TREME;9212;-8,5;8.5;0;01/09/2020;2020-09-01;2020-09-17
saldo;17/09/2020;SDO CTA/APL AUTOMATICAS;;1433,18;0;0;01/09/2020;2020-09-01;2020-09-17
compras;18/09/2020;ELECTRONLEVI DA SIL;9212;-10;10;0;01/09/2020;2020-09-01;2020-09-18
mercado;18/09/2020;ELECTRONOURINHOS SU;9212;-55,38;55.38;0;01/09/2020;2020-09-01;2020-09-18
saldo;18/09/2020;SDO CTA/APL AUTOMATICAS;;1367,8;0;0;01/09/2020;2020-09-01;2020-09-18
aniversario samuel(entr+van);21/09/2020;SAQUE 24H 09674540 19/09;5086;-700;700;0;01/09/2020;2020-09-01;2020-09-21
mercado;21/09/2020;ELECTRONANDORINHA H;9212;-140,08;140.08;0;01/09/2020;2020-09-01;2020-09-21
mercado;21/09/2020;ELECTRONANDORINHA H;9212;-145,27;145.27;0;01/09/2020;2020-09-01;2020-09-21
alimentação;21/09/2020;ELECTRONDEPOSITO DO;9212;-6,5;6.5;0;01/09/2020;2020-09-01;2020-09-21
alimentação;21/09/2020;ELECTRONHABIBS;9212;-109,7;109.7;0;01/09/2020;2020-09-01;2020-09-21
alimentação;21/09/2020;ELECTRONPAG*OPESCAD;9212;-57,35;57.35;0;01/09/2020;2020-09-01;2020-09-21
farmacia;21/09/2020;ELECTRONPROMO FARMA;9212;-48,47;48.47;0;01/09/2020;2020-09-01;2020-09-21
mercado;21/09/2020;ELECTRONSONDA TREME;9212;-15,28;15.28;0;01/09/2020;2020-09-01;2020-09-21
mercado;21/09/2020;ELECTRONSONDA TREME;9212;-184,71;184.71;0;01/09/2020;2020-09-01;2020-09-21
compras;21/09/2020;ELECTRONSTELO S A *;9212;-25;25;0;01/09/2020;2020-09-01;2020-09-21
saldo;21/09/2020;SALDO DO DIA;;-64,56;0;0;01/09/2020;2020-09-01;2020-09-21
agua;22/09/2020;ELECTRONBD;9212;-10;10;0;01/09/2020;2020-09-01;2020-09-22
mercado;22/09/2020;ELECTRONOURINHOS SU;9212;-108,06;108.06;0;01/09/2020;2020-09-01;2020-09-22
saldo;22/09/2020;SALDO DO DIA;;-182,62;0;0;01/09/2020;2020-09-01;2020-09-22
boleto;23/09/2020;INT  PAG TIT BANCO 001;4175;-100;100;0;01/09/2020;2020-09-01;2020-09-23
mercado;23/09/2020;ELECTRONCENTRO AUTO;9212;-7;7;0;01/09/2020;2020-09-01;2020-09-23
boleto;23/09/2020;ELECTRONPARK NOW ES;9212;-5;5;0;01/09/2020;2020-09-01;2020-09-23
mercado;23/09/2020;ELECTRONSONDA TREME;9212;-42,58;42.58;0;01/09/2020;2020-09-01;2020-09-23
seminario;23/09/2020;INT TED  498255 SEMI;4175;-170;170;0;01/09/2020;2020-09-01;2020-09-23
resgate;23/09/2020;TBI 9293.22915-0/500;4175;1000;0;1000;01/09/2020;2020-09-01;2020-09-23
saldo;23/09/2020;SDO CTA/APL AUTOMATICAS;;492,8;0;0;01/09/2020;2020-09-01;2020-09-23
compras;24/09/2020;ELECTRONJ A SABAO C;9212;-5;5;0;01/09/2020;2020-09-01;2020-09-24
compras;24/09/2020;ELECTRONLOIRASSA BA;9212;-5,39;5.39;0;01/09/2020;2020-09-01;2020-09-24
compras;24/09/2020;ELECTRONLOJAS AMERI;9212;-10,99;10.99;0;01/09/2020;2020-09-01;2020-09-24
compras;24/09/2020;ELECTRONLOJAS AMERI;9212;-10;10;0;01/09/2020;2020-09-01;2020-09-24
compras;24/09/2020;ELECTRONMARIA AMALI;9212;-12,99;12.99;0;01/09/2020;2020-09-01;2020-09-24
padaria;24/09/2020;ELECTRONPADARIA PAL;9212;-10,5;10.5;0;01/09/2020;2020-09-01;2020-09-24
compras;24/09/2020;ELECTRONPAG*CarlaGo;9212;-8;8;0;01/09/2020;2020-09-01;2020-09-24
compras;24/09/2020;ELECTRONPAG*Joseane;9212;-5;5;0;01/09/2020;2020-09-01;2020-09-24
compras;24/09/2020;ELECTRONPAG*Mariaap;9212;-3;3;0;01/09/2020;2020-09-01;2020-09-24
compras;24/09/2020;ELECTRONPAG*SERGIOY;9212;-12;12;0;01/09/2020;2020-09-01;2020-09-24
alimentação;24/09/2020;ELECTRONPASTEIS M M;9212;-14;14;0;01/09/2020;2020-09-01;2020-09-24
compras;24/09/2020;ELECTRONRICARDO VIA;9212;-121,5;121.5;0;01/09/2020;2020-09-01;2020-09-24
saldo;24/09/2020;SDO CTA/APL AUTOMATICAS;;274,43;0;0;01/09/2020;2020-09-01;2020-09-24
gasolina;25/09/2020;ELECTRONAUTO POSTO;9212;-32,99;32.99;0;01/09/2020;2020-09-01;2020-09-25
compras;25/09/2020;ELECTRONLOJASMEL SA;9212;-41,97;41.97;0;01/09/2020;2020-09-01;2020-09-25
compras;25/09/2020;ELECTRONM S H;9212;-114;114;0;01/09/2020;2020-09-01;2020-09-25
compras;25/09/2020;ELECTRONMARCELO ROD;9212;-41;41;0;01/09/2020;2020-09-01;2020-09-25
compras;25/09/2020;ELECTRONMAYARA SEGA;9212;-37,5;37.5;0;01/09/2020;2020-09-01;2020-09-25
mercado;25/09/2020;ELECTRONSONDA TREME;9212;-16,38;16.38;0;01/09/2020;2020-09-01;2020-09-25
mercado;25/09/2020;ELECTRONSONDA TREME;9212;-17,91;17.91;0;01/09/2020;2020-09-01;2020-09-25
saldo;25/09/2020;SALDO DO DIA;;-27,32;0;0;01/09/2020;2020-09-01;2020-09-25
saque;28/09/2020;SAQUE 24H 10744894 27/09;5086;-100;100;0;01/09/2020;2020-09-01;2020-09-28
compras;28/09/2020;ELECTRONLOJAS AMERI;9212;-34,99;34.99;0;01/09/2020;2020-09-01;2020-09-28
alimentação;28/09/2020;ELECTRONMC DONALDS;9212;-23,8;23.8;0;01/09/2020;2020-09-01;2020-09-28
frango;28/09/2020;ELECTRONPAG*Frigott;9212;-67;67;0;01/09/2020;2020-09-01;2020-09-28
mercado;28/09/2020;ELECTRONSONDA JACAN;9212;-80,2;80.2;0;01/09/2020;2020-09-01;2020-09-28
mercado;28/09/2020;ELECTRONSONDA TREME;9212;-61,18;61.18;0;01/09/2020;2020-09-01;2020-09-28
mercado;28/09/2020;ELECTRONSONDA TREME;9212;-25,38;25.38;0;01/09/2020;2020-09-01;2020-09-28
saldo;28/09/2020;SALDO DO DIA;;-419,87;0;0;01/09/2020;2020-09-01;2020-09-28
poupança;30/09/2020;TBI 9293.22915-0/500;4175;-2000;2000;0;01/09/2020;2020-09-01;2020-09-30
alimentação;30/09/2020;ELECTRONPASTEIS TAN;9212;-5;5;0;01/09/2020;2020-09-01;2020-09-30
alimentação;30/09/2020;ELECTRONPASTEIS TAN;9212;-7;7;0;01/09/2020;2020-09-01;2020-09-30
farmacia;30/09/2020;ELECTRONRAIA 47;9212;-21,99;21.99;0;01/09/2020;2020-09-01;2020-09-30
seguro;30/09/2020;INT TED  160641 SEGURO;4175;-198;198;0;01/09/2020;2020-09-01;2020-09-30
salario;30/09/2020;TED 237.2846ANDRE N BARB;;3174,77;0;3174,77;01/09/2020;2020-09-01;2020-09-30
saldo;30/09/2020;SDO CTA/APL AUTOMATICAS;;512,91;0;0;01/09/2020;2020-09-01;2020-09-30
saldo;30/09/2020;SALDO DO DIA;;10;0;0;01/09/2020;2020-09-01;2020-09-30
saldo;30/09/2020;SALDO ANTERIOR;;522,91;0;0;01/10/2020;2020-10-01;2020-09-30
saldo;01/10/2020;SDO CTA/APL AUTOMATICAS;;522,91;0;0;01/10/2020;2020-10-01;2020-10-01
banco;02/10/2020;TAR PACOTE ITAU   SET/20;9293;-76,9;76.9;0;01/10/2020;2020-10-01;2020-10-02
saldo;02/10/2020;SDO CTA/APL AUTOMATICAS;;446,01;0;0;01/10/2020;2020-10-01;2020-10-02
saque;05/10/2020;SAQUE 24H 14082226 04/10;5086;-100;100;0;01/10/2020;2020-10-01;2020-10-05
alimentação;05/10/2020;ELECTRONPAG*BOMBONI;9212;-3,49;3.49;0;01/10/2020;2020-10-01;2020-10-05
frango;05/10/2020;ELECTRONPAG*Frigott;9212;-51;51;0;01/10/2020;2020-10-01;2020-10-05
juros;05/10/2020;LIS/JUROS     14 DIAS;;-31,14;31.14;0;01/10/2020;2020-10-01;2020-10-05
saldo;05/10/2020;SDO CTA/APL AUTOMATICAS;;260,38;0;0;01/10/2020;2020-10-01;2020-10-05
celular;06/10/2020;INT NEXTEL 9699999704015;4175;-90;90;0;01/10/2020;2020-10-01;2020-10-06
saldo;06/10/2020;SDO CTA/APL AUTOMATICAS;;170,38;0;0;01/10/2020;2020-10-01;2020-10-06
celular;07/10/2020;INT NEXTEL 9699999703948;4175;-60;60;0;01/10/2020;2020-10-01;2020-10-07
saldo;07/10/2020;SDO CTA/APL AUTOMATICAS;;110,38;0;0;01/10/2020;2020-10-01;2020-10-07
gasolina;08/10/2020;ELECTRONAUTO POSTO;9212;-7,5;7.5;0;01/10/2020;2020-10-01;2020-10-08
farmacia;08/10/2020;ELECTRONDROGARIA PR;9212;-11,15;11.15;0;01/10/2020;2020-10-01;2020-10-08
saldo;08/10/2020;SDO CTA/APL AUTOMATICAS;;91,73;0;0;01/10/2020;2020-10-01;2020-10-08
compras;09/10/2020;ELECTRONFCIA PAGUE;9212;-3,5;3.5;0;01/10/2020;2020-10-01;2020-10-09
mercado;09/10/2020;ELECTRONSONDA TREME;9212;-13,57;13.57;0;01/10/2020;2020-10-01;2020-10-09
mercado;09/10/2020;ELECTRONSONDA TREME;9212;-34,91;34.91;0;01/10/2020;2020-10-01;2020-10-09
rembolso;09/10/2020;TED 237.0001BRADESCO SAU;;125;0;125;01/10/2020;2020-10-01;2020-10-09
saldo;09/10/2020;SDO CTA/APL AUTOMATICAS;;164,75;0;0;01/10/2020;2020-10-01;2020-10-09
boleto;13/10/2020;INT PAG TIT 109022757711;4175;-546,36;546.36;0;01/10/2020;2020-10-01;2020-10-13
saque;13/10/2020;SAQUE 24H 12755310 11/10;5086;-100;100;0;01/10/2020;2020-10-01;2020-10-13
emprestimo;13/10/2020;TBI 0747.56106-6;9132;-130;130;0;01/10/2020;2020-10-01;2020-10-13
padaria;13/10/2020;ELECTRONARIZONA PAE;9212;-3,92;3.92;0;01/10/2020;2020-10-01;2020-10-13
agua;13/10/2020;ELECTRONBD;9212;-10;10;0;01/10/2020;2020-10-01;2020-10-13
boleto;13/10/2020;ELECTRONPARK NOW ES;9212;-5;5;0;01/10/2020;2020-10-01;2020-10-13
farmacia;13/10/2020;ELECTRONRAIA 47;9212;-21,99;21.99;0;01/10/2020;2020-10-01;2020-10-13
mercado;13/10/2020;ELECTRONSONDA JACAN;9212;-17,24;17.24;0;01/10/2020;2020-10-01;2020-10-13
mercado;13/10/2020;ELECTRONSONDA TREME;9212;-125,74;125.74;0;01/10/2020;2020-10-01;2020-10-13
banco;13/10/2020;SEGURO CARTAO;9293;-6,61;6.61;0;01/10/2020;2020-10-01;2020-10-13
doação;13/10/2020;DEB AUTOR UNICEF;9293;-75;75;0;01/10/2020;2020-10-01;2020-10-13
saldo;13/10/2020;SALDO DO DIA;;-877,11;0;0;01/10/2020;2020-10-01;2020-10-13
alimentação;14/10/2020;ELECTRONHABIBS;9212;-129;129;0;01/10/2020;2020-10-01;2020-10-14
alimentação;14/10/2020;ELECTRONRAGAZZO CAE;9212;-39,61;39.61;0;01/10/2020;2020-10-01;2020-10-14
alimentação;14/10/2020;ELECTRONRAGAZZO CAE;9212;-39,6;39.6;0;01/10/2020;2020-10-01;2020-10-14
devolução;14/10/2020;TBI 0747.56106-6;9028;30;0;30;01/10/2020;2020-10-01;2020-10-14
saldo;14/10/2020;SALDO DO DIA;;-1055,32;0;0;01/10/2020;2020-10-01;2020-10-14
devolução;15/10/2020;CEI     000021 DINHEIRO;6855;100;0;100;01/10/2020;2020-10-01;2020-10-15
salario;15/10/2020;TED 237.2846ANDRE N BARB;;4390;0;4390;01/10/2020;2020-10-01;2020-10-15
saldo;15/10/2020;SDO CTA/APL AUTOMATICAS;;3434,68;0;0;01/10/2020;2020-10-01;2020-10-15
gasolina;16/10/2020;ELECTRONAUTO POSTO;9212;-178;178;0;01/10/2020;2020-10-01;2020-10-16
cartão credito;16/10/2020;INT ITAUCARD;4175;-3946,04;3946.04;0;01/10/2020;2020-10-01;2020-10-16
resgate;16/10/2020;TBI 9293.22915-0/500;4175;1000;0;1000;01/10/2020;2020-10-01;2020-10-16
saldo;16/10/2020;SDO CTA/APL AUTOMATICAS;;310,64;0;0;01/10/2020;2020-10-01;2020-10-16
farmacia;19/10/2020;ELECTRONDROGARIA PR;9212;-95,16;95.16;0;01/10/2020;2020-10-01;2020-10-19
compras;19/10/2020;ELECTRONFERNANDA GO;9212;-114;114;0;01/10/2020;2020-10-01;2020-10-19
compras;19/10/2020;ELECTRONLOJAS AMERI;9212;-10,99;10.99;0;01/10/2020;2020-10-01;2020-10-19
alimentação;19/10/2020;ELECTRONMC DONALDS;9212;-25,8;25.8;0;01/10/2020;2020-10-01;2020-10-19
alimentação;19/10/2020;ELECTRONMERCPAGO;9212;-10;10;0;01/10/2020;2020-10-01;2020-10-19
frango;19/10/2020;ELECTRONPAG*Frigott;9212;-64,8;64.8;0;01/10/2020;2020-10-01;2020-10-19
mercado;19/10/2020;ELECTRONSONDA JACAN;9212;-208,44;208.44;0;01/10/2020;2020-10-01;2020-10-19
mercado;19/10/2020;ELECTRONSONDA TREME;9212;-33,32;33.32;0;01/10/2020;2020-10-01;2020-10-19
saque;19/10/2020;SAQUE S/CARTAO 24H109864;5086;-100;100;0;01/10/2020;2020-10-01;2020-10-19
saldo;19/10/2020;SALDO DO DIA;;-351,87;0;0;01/10/2020;2020-10-01;2020-10-19
alimentação;20/10/2020;ELECTRONFCIA PAGUE;9212;-5,99;5.99;0;01/10/2020;2020-10-01;2020-10-20
mercado;20/10/2020;ELECTRONSONDA TREME;9212;-63,97;63.97;0;01/10/2020;2020-10-01;2020-10-20
saldo;20/10/2020;SALDO DO DIA;;-421,83;0;0;01/10/2020;2020-10-01;2020-10-20
boleto;21/10/2020;INT  PAG TIT BANCO 033;4175;-81;81;0;01/10/2020;2020-10-01;2020-10-21
seguro;21/10/2020;INT  PAG TIT BANCO 237;4175;-197,54;197.54;0;01/10/2020;2020-10-01;2020-10-21
compras;21/10/2020;ELECTRONSILVIO NAKA;9212;-46,47;46.47;0;01/10/2020;2020-10-01;2020-10-21
saldo;21/10/2020;SALDO DO DIA;;-746,84;0;0;01/10/2020;2020-10-01;2020-10-21
mercado;22/10/2020;ELECTRONTRIMAIS SUP;9212;-62,34;62.34;0;01/10/2020;2020-10-01;2020-10-22
saldo;22/10/2020;SALDO DO DIA;;-809,18;0;0;01/10/2020;2020-10-01;2020-10-22
azul;23/10/2020;TBI 7633.10704-514522;4175;-5;5;0;01/10/2020;2020-10-01;2020-10-23
saldo;23/10/2020;SALDO DO DIA;;-814,18;0;0;01/10/2020;2020-10-01;2020-10-23
saque;26/10/2020;SAQUE 24H 10705093 25/10;5086;-60;60;0;01/10/2020;2020-10-01;2020-10-26
agua;26/10/2020;ELECTRONBD;9212;-10;10;0;01/10/2020;2020-10-01;2020-10-26
compras;26/10/2020;ELECTRONLOJAS AMERI;9212;-2,99;2.99;0;01/10/2020;2020-10-01;2020-10-26
alimentação;26/10/2020;ELECTRONMOCOTO REST;9212;-157,9;157.9;0;01/10/2020;2020-10-01;2020-10-26
saldo;26/10/2020;SALDO DO DIA;;-1045,07;0;0;01/10/2020;2020-10-01;2020-10-26
reembolso;27/10/2020;TBI 2959.24196-5     C/C;4175;-125;125;0;01/10/2020;2020-10-01;2020-10-27
saldo;27/10/2020;INT TED  554013 SEMI;4175;-170;170;0;01/10/2020;2020-10-01;2020-10-27
resgate;27/10/2020;TBI 9293.22915-0/500;4175;170;0;170;01/10/2020;2020-10-01;2020-10-27
resgate;27/10/2020;TBI 9293.22915-0/500;4175;1110,2;0;1110,2;01/10/2020;2020-10-01;2020-10-27
saldo;27/10/2020;SALDO DO DIA;;-59,87;0;0;01/10/2020;2020-10-01;2020-10-27
saldo;30/10/2020;TBI 0534.18071-6     C/C;4175;-800;800;0;01/10/2020;2020-10-01;2020-10-30
compras;30/10/2020;ELECTRONFCIA PAGUE;9212;-5,99;5.99;0;01/10/2020;2020-10-01;2020-10-30
saldo;30/10/2020;SALDO DO DIA;;-865,86;0;0;01/10/2020;2020-10-01;2020-10-30
saldo;30/10/2020;SALDO ANTERIOR;;-865,86;0;0;01/11/2020;2020-11-01;2020-10-30
saque;03/11/2020;SAQUE 24H 13727318 01/11;5086;-100;100;0;01/11/2020;2020-11-01;2020-11-03
feira;03/11/2020;ELECTRONFEIRANTE;9212;-25;25;0;01/11/2020;2020-11-01;2020-11-03
mercado;03/11/2020;ELECTRONOURINHOS SU;9212;-4,79;4.79;0;01/11/2020;2020-11-01;2020-11-03
mercado;03/11/2020;ELECTRONOURINHOS SU;9212;-105,89;105.89;0;01/11/2020;2020-11-01;2020-11-03
compras;03/11/2020;ELECTRONPAG*CamilaT;9212;-24;24;0;01/11/2020;2020-11-01;2020-11-03
frango;03/11/2020;ELECTRONPAG*Frigott;9212;-50;50;0;01/11/2020;2020-11-01;2020-11-03
cabeleireiro;03/11/2020;ELECTRONSANDROHAIR;9212;-21;21;0;01/11/2020;2020-11-01;2020-11-03
cabeleireiro;03/11/2020;ELECTRONSANDROHAIR;9212;-20;20;0;01/11/2020;2020-11-01;2020-11-03
mercado;03/11/2020;ELECTRONSONDA JACAN;9212;-41,62;41.62;0;01/11/2020;2020-11-01;2020-11-03
mercado;03/11/2020;ELECTRONSONDA TREME;9212;-2,57;2.57;0;01/11/2020;2020-11-01;2020-11-03
mercado;03/11/2020;ELECTRONTRIMAIS SUP;9212;-8,48;8.48;0;01/11/2020;2020-11-01;2020-11-03
salario;03/11/2020;TED 237.2846ANDRE N BARB;;2945,18;0;2945,18;01/11/2020;2020-11-01;2020-11-03
saldo;03/11/2020;SDO CTA/APL AUTOMATICAS;;1675,97;0;0;01/11/2020;2020-11-01;2020-11-03
farmacia;04/11/2020;ELECTRONDROGARIA PR;9212;-14,99;14.99;0;01/11/2020;2020-11-01;2020-11-04
banco;04/11/2020;TAR PACOTE ITAU   OUT/20;9293;-79,5;79.5;0;01/11/2020;2020-11-01;2020-11-04
saldo;04/11/2020;SDO CTA/APL AUTOMATICAS;;1581,48;0;0;01/11/2020;2020-11-01;2020-11-04
saque;05/11/2020;TBI 0057.13714-3     C/C;4175;-100;100;0;01/11/2020;2020-11-01;2020-11-05
compras;05/11/2020;ELECTRONFURACAO DA;9212;-19;19;0;01/11/2020;2020-11-01;2020-11-05
farmacia;05/11/2020;ELECTRONRAIA 47;9212;-40,19;40.19;0;01/11/2020;2020-11-01;2020-11-05
mercado;05/11/2020;ELECTRONTRIMAIS SUP;9212;-88,72;88.72;0;01/11/2020;2020-11-01;2020-11-05
mercado;05/11/2020;ELECTRONTRIMAIS SUP;9212;-95,99;95.99;0;01/11/2020;2020-11-01;2020-11-05
juros;05/11/2020;LIS/JUROS     17 DIAS;;-27,29;27.29;0;01/11/2020;2020-11-01;2020-11-05
saldo;05/11/2020;SDO CTA/APL AUTOMATICAS;;1210,29;0;0;01/11/2020;2020-11-01;2020-11-05
compras;06/11/2020;ELECTRONCANTAREIRA;9212;-43,26;43.26;0;01/11/2020;2020-11-01;2020-11-06
saldo;06/11/2020;SDO CTA/APL AUTOMATICAS;;1167,03;0;0;01/11/2020;2020-11-01;2020-11-06
boleto;09/11/2020;INT PAG TIT 109027453506;4175;-566,82;566.82;0;01/11/2020;2020-11-01;2020-11-09
saque;09/11/2020;SAQUE 24H 17920331 08/11;5086;-100;100;0;01/11/2020;2020-11-01;2020-11-09
padaria;09/11/2020;ELECTRONARIZONA PAE;9212;-6,98;6.98;0;01/11/2020;2020-11-01;2020-11-09
agua;09/11/2020;ELECTRONBD;9212;-10;10;0;01/11/2020;2020-11-01;2020-11-09
frango;09/11/2020;ELECTRONCARLOS REIS;9212;-49,5;49.5;0;01/11/2020;2020-11-01;2020-11-09
compras;09/11/2020;ELECTRONCLAUDIA KAN;9212;-7;7;0;01/11/2020;2020-11-01;2020-11-09
farmacia;09/11/2020;ELECTRONDROGARIA PR;9212;-33,68;33.68;0;01/11/2020;2020-11-01;2020-11-09
alimentação;09/11/2020;ELECTRONHABIBS;9212;-40,7;40.7;0;01/11/2020;2020-11-01;2020-11-09
alimentação;09/11/2020;ELECTRONMEU CHAPA B;9212;-51,8;51.8;0;01/11/2020;2020-11-01;2020-11-09
mercado;09/11/2020;ELECTRONTRIMAIS SUP;9212;-59,61;59.61;0;01/11/2020;2020-11-01;2020-11-09
compras;09/11/2020;ELECTRONVALENS BAR;9212;-40;40;0;01/11/2020;2020-11-01;2020-11-09
saldo;09/11/2020;SDO CTA/APL AUTOMATICAS;;200,94;0;0;01/11/2020;2020-11-01;2020-11-09
banco;10/11/2020;SEGURO CARTAO;9293;-6,61;6.61;0;01/11/2020;2020-11-01;2020-11-10
saldo;10/11/2020;SDO CTA/APL AUTOMATICAS;;194,33;0;0;01/11/2020;2020-11-01;2020-11-10
celular;11/11/2020;INT NEXTEL 9799999699806;4175;-209,78;209.78;0;01/11/2020;2020-11-01;2020-11-11
padaria;11/11/2020;ELECTRONCENTURY PAE;9212;-21,7;21.7;0;01/11/2020;2020-11-01;2020-11-11
farmacia;11/11/2020;ELECTRONDROGARIA PR;9212;-79,98;79.98;0;01/11/2020;2020-11-01;2020-11-11
alimentação;11/11/2020;ELECTRONMEU CHAPA B;9212;-25,9;25.9;0;01/11/2020;2020-11-01;2020-11-11
compras;11/11/2020;ELECTRONSONEDA PERF;9212;-39,14;39.14;0;01/11/2020;2020-11-01;2020-11-11
saldo;11/11/2020;SALDO DO DIA;;-182,17;0;0;01/11/2020;2020-11-01;2020-11-11
boleto;12/11/2020;ELECTRONPARK NOW ES;9212;-5;5;0;01/11/2020;2020-11-01;2020-11-12
mercado;12/11/2020;ELECTRONTRIMAIS SUP;9212;-130,97;130.97;0;01/11/2020;2020-11-01;2020-11-12
doação;12/11/2020;DEB AUTOR UNICEF;9293;-75;75;0;01/11/2020;2020-11-01;2020-11-12
saldo;12/11/2020;SALDO DO DIA;;-393,14;0;0;01/11/2020;2020-11-01;2020-11-12
farmacia;13/11/2020;ELECTRONDROGARIA PR;9212;-12,99;12.99;0;01/11/2020;2020-11-01;2020-11-13
farmacia;13/11/2020;ELECTRONDROGARIA PR;9212;-12,99;12.99;0;01/11/2020;2020-11-01;2020-11-13
mercado;13/11/2020;ELECTRONTRIMAIS SUP;9212;-54,33;54.33;0;01/11/2020;2020-11-01;2020-11-13
saldo;13/11/2020;SALDO DO DIA;;-473,45;0;0;01/11/2020;2020-11-01;2020-11-13
saque;16/11/2020;SAQUE 24H 12468625 15/11;5086;-100;100;0;01/11/2020;2020-11-01;2020-11-16
almoço;16/11/2020;ELECTRONDONAJU;9212;-40;40;0;01/11/2020;2020-11-01;2020-11-16
alimentação;16/11/2020;ELECTRONHABIBS;9212;-17,7;17.7;0;01/11/2020;2020-11-01;2020-11-16
compras;16/11/2020;ELECTRONJAILSON BAL;9212;-7,5;7.5;0;01/11/2020;2020-11-01;2020-11-16
compras;16/11/2020;ELECTRONLOJAS AMERI;9212;-38,96;38.96;0;01/11/2020;2020-11-01;2020-11-16
frango;16/11/2020;ELECTRONPAG*Frigott;9212;-50;50;0;01/11/2020;2020-11-01;2020-11-16
farmacia;16/11/2020;ELECTRONPAG*HiroCal;9212;-8;8;0;01/11/2020;2020-11-01;2020-11-16
alimentação;16/11/2020;ELECTRONPASTEIS NIS;9212;-7;7;0;01/11/2020;2020-11-01;2020-11-16
farmacia;16/11/2020;ELECTRONRAIA 47;9212;-27,49;27.49;0;01/11/2020;2020-11-01;2020-11-16
mercado;16/11/2020;ELECTRONTRIMAIS SUP;9212;-84,26;84.26;0;01/11/2020;2020-11-01;2020-11-16
cartão credito;16/11/2020;INT ITAUCARD;4175;-2923,72;2923.72;0;01/11/2020;2020-11-01;2020-11-16
salario;16/11/2020;TED 237.2846ANDRE N BARB;;4390;0;4390;01/11/2020;2020-11-01;2020-11-16
saldo;16/11/2020;SDO CTA/APL AUTOMATICAS;;611,92;0;0;01/11/2020;2020-11-01;2020-11-16
mercado;17/11/2020;ELECTRONTRIMAIS SUP;9212;-102,29;102.29;0;01/11/2020;2020-11-01;2020-11-17
saldo;17/11/2020;SDO CTA/APL AUTOMATICAS;;509,63;0;0;01/11/2020;2020-11-01;2020-11-17
